Received Log:

[Feb 16, 2023 09:48:38] ASCII:
20907 total fuel pulse 	0.62 s	140.097 mL/min	2 counter	4064 total water pulse	0.0 % water	36.0% fuel
20908 total fuel pulse 	0.75 s	116.155 mL/min	3 counter	4064 total water pulse	0.0 % water	54.0% fuel
20909 total fuel pulse 	0.76 s	114.323 mL/min	4 counter	4064 total water pulse	0.0 % water	72.0% fuel
20910 total fuel pulse 	0.80 s	108.479 mL/min	5 counter	4065 total water pulse	10.0 % water	90.0% fuel
20911 total fuel pulse 	1.06 s	82.231 mL/min	1 counter	4065 total water pulse	0.0 % water	18.0% fuel
20912 total fuel pulse 	0.85 s	102.474 mL/min	2 counter	4065 total water pulse	0.0 % water	36.0% fuel
20913 total fuel pulse 	0.90 s	96.346 mL/min	3 counter	4065 total water pulse	0.0 % water	54.0% fuel
20914 total fuel pulse 	0.94 s	92.455 mL/min	4 counter	4065 total water pulse	0.0 % water	72.0% fuel
20915 total fuel pulse 	0.99 s	87.879 mL/min	5 counter	4066 total water pulse	10.0 % water	90.0% fuel
20916 total fuel pulse 	1.28 s	67.969 mL/min	1 counter	4066 total water pulse	0.0 % water	18.0% fuel
20917 total fuel pulse 	1.06 s	82.153 mL/min	2 counter	4066 total water pulse	0.0 % water	36.0% fuel
20918 total fuel pulse 	1.08 s	80.855 mL/min	3 counter	4066 total water pulse	0.0 % water	54.0% fuel
20919 total fuel pulse 	1.05 s	82.857 mL/min	4 counter	4066 total water pulse	0.0 % water	72.0% fuel
20920 total fuel pulse 	1.06 s	81.998 mL/min	5 counter	4067 total water pulse	10.0 % water	90.0% fuel
20921 total fuel pulse 	1.36 s	64.112 mL/min	1 counter	4067 total water pulse	0.0 % water	18.0% fuel
20922 total fuel pulse 	1.17 s	74.614 mL/min	2 counter	4067 total water pulse	0.0 % water	36.0% fuel
20923 total fuel pulse 	1.20 s	72.560 mL/min	3 counter	4067 total water pulse	0.0 % water	54.0% fuel
20924 total fuel pulse 	1.20 s	72.319 mL/min	4 counter	4067 total water pulse	0.0 % water	72.0% fuel
20925 total fuel pulse 	1.14 s	76.049 mL/min	5 counter	4068 total water pulse	10.0 % water	90.0% fuel
20926 total fuel pulse 	1.25 s	69.433 mL/min	1 counter	4068 total water pulse	0.0 % water	18.0% fuel
20927 total fuel pulse 	0.90 s	96.239 mL/min	2 counter	4068 total water pulse	0.0 % water	36.0% fuel
20928 total fuel pulse 	0.69 s	125.723 mL/min	3 counter	4068 total water pulse	0.0 % water	54.0% fuel
20929 total fuel pulse 	0.56 s	154.255 mL/min	4 counter	4068 total water pulse	0.0 % water	72.0% fuel
20930 total fuel pulse 	0.61 s	142.857 mL/min	5 counter	4069 total water pulse	10.0 % water	90.0% fuel
20931 total fuel pulse 	0.67 s	129.464 mL/min	1 counter	4069 total water pulse	0.0 % water	18.0% fuel
20932 total fuel pulse 	0.51 s	170.923 mL/min	2 counter	4069 total water pulse	0.0 % water	36.0% fuel
20933 total fuel pulse 	0.46 s	189.542 mL/min	3 counter	4069 total water pulse	0.0 % water	54.0% fuel
20934 total fuel pulse 	0.44 s	199.085 mL/min	4 counter	4069 total water pulse	0.0 % water	72.0% fuel
20935 total fuel pulse 	0.43 s	204.706 mL/min	5 counter	4070 total water pulse	10.0 % water	90.0% fuel
20936 total fuel pulse 	0.50 s	172.277 mL/min	1 counter	4070 total water pulse	0.0 % water	18.0% fuel
20937 total fuel pulse 	0.42 s	205.189 mL/min	2 counter	4070 total water pulse	0.0 % water	36.0% fuel
20938 total fuel pulse 	0.40 s	218.045 mL/min	3 counter	4070 total water pulse	0.0 % water	54.0% fuel
20939 total fuel pulse 	0.39 s	220.812 mL/min	4 counter	4070 total water pulse	0.0 % water	72.0% fuel
20940 total fuel pulse 	0.39 s	223.077 mL/min	5 counter	4071 total water pulse	10.0 % water	90.0% fuel
20941 total fuel pulse 	0.47 s	186.295 mL/min	1 counter	4071 total water pulse	0.0 % water	18.0% fuel
20942 total fuel pulse 	0.42 s	208.633 mL/min	2 counter	4071 total water pulse	0.0 % water	36.0% fuel
20943 total fuel pulse 	0.39 s	221.374 mL/min	3 counter	4071 total water pulse	0.0 % water	54.0% fuel
20944 total fuel pulse 	0.39 s	224.227 mL/min	4 counter	4071 tot pulse	0.0 % water	72.0% fuel
20945 total fuel pulse 	0.38 s	228.947 mL/min	5 counter	4072 total water pulse	10.0 % water	90.0% fuel
20946 total fuel pulse 	0.44 s	196.388 mL/min	1 counter	4072 total water pulse	0.0 % water	18.0% fuel
20947 total fuel pulse 	0.40 s	216.418 mL/min	2 counter	4072 total water pulse	0.0 % water	36.0% fuel
20948 total fuel pulse 	0.38 s	229.551 mL/min	3 counter	4072 total water pulse	0.0 % water	54.0% fuel
20949 total fuel pulse 	0.38 s	227.749 mL/min	4 counter	4072 total water pulse	0.0 % water	72.0% fuel
20950 total fuel pulse 	0.38 s	228.947 mL/min	5 counter	4073 total water pulse	10.0 % water	90.0% fuel
20951 total fuel pulse 	0.45 s	194.631 mL/min	1 counter	4073 total water pulse	0.0 % water	18.0% fuel
20952 total fuel pulse 	0.41 s	214.815 mL/min	2 counter	4073 total water pulse	0.0 % water	36.0% fuel
20953 total fuel pulse 	0.39 s	220.812 mL/min	3 counter	4073 total water pulse	0.0 % water	54.0% fuel
20954 total fuel pulse 	0.40 s	220.253 mL/min	4 counter	4073 total water pulse	0.0 % water	72.0% fuel
20955 total fuel pulse 	0.40 s	216.958 mL/min	5 counter	4074 total water pulse	10.0 % water	90.0% fuel
20956 total fuel pulse 	0.51 s	169.261 mL/min	1 counter	4074 total water pulse	0.0 % water	18.0% fuel
20957 total fuel pulse 	0.45 s	191.630 mL/min	2 counter	4074 total water pulse	0.0 % water	36.0% fuel
20958 total fuel pulse 	0.44 s	196.833 mL/min	3 counter	4074 total water pulse	0.0 % water	54.0% fuel
20959 total fuel pulse 	0.44 s	198.178 mL/min	4 counter	4074 total water pulse	0.0 % water	72.0% fuel
20960 total fuel pulse 	0.47 s	185.106 mL/min	5 counter	4075 total water pulse	10.0 % water	90.0% fuel
20961 total fuel pulse 	0.67 s	130.631 mL/min	1 counter	4075 total water pulse	0.0 % water	18.0% fuel
20962 total fuel pulse 	0.55 s	159.049 mL/min	2 counter	4075 total water pulse	0.0 % water	36.0% fuel
20963 total fuel pulse 	0.56 s	154.255 mL/min	3 counter	4075 total water pulse	0.0 % water	54.0% fuel
20964 total fuel pulse 	0.59 s	148.211 mL/min	4 counter	4075 total water pulse	0.0 % water	72.0% fuel
20965 total fuel pulse 	0.58 s	149.485 mL/min	5 counter	4076 total water pulse	10.0 % water	90.0% fuel
20966 total fuel pulse 	0.76 s	114.625 mL/min	1 counter	4076 total water pulse	0.0 % water	18.0% fuel
20967 total fuel pulse 	0.64 s	135.938 mL/min	2 counter	4076 total water pulse	0.0 % water	36.0% fuel
20968 total fuel pulse 	0.65 s	134.675 mL/min	3 counter	4076 total water pulse	0.0 % water	54.0% fuel
20969 total fuel pulse 	0.63 s	137.658 mL/min	4 counter	4076 total water pulse	0.0 % water	72.0% fuel
20970 total fuel pulse 	0.64 s	136.150 mL/min	5 counter	4077 total water pulse	10.0 % water	90.0% fuel
20971 total fuel pulse 	0.78 s	111.111 mL/min	1 counter	4077 total water pulse	0.0 % water	18.0% fuel
20972 total fuel pulse 	0.63 s	137.658 mL/min	2 counter	4077 total water pulse	0.0 % water	36.0% fuel
20973 total fuel pulse 	0.61 s	142.857 mL/min	3 counter	4077 total water pulse	0.0 % water	54.0% fuel
20974 total fuel pulse 	0.61 s	143.092 mL/min	4 counter	4077 total water pulse	0.0 % water	72.0% fuel
20975 total fuel pulse 	0.59 s	147.208 mL/min	5 counter	4078 total water pulse	10.0 % water	90.0% fuel
20976 total fuel pulse 	0.72 s	121.339 mL/min	1 counter	4078 total water pulse	0.0 % water	18.0% fuel
20977 total fuel pulse 	0.59 s	147.959 mL/min	2 counter	4078 total water pulse	0.0 % water	36.0% fuel
20978 total fuel pulse 	0.58 s	148.973 mL/min	3 counter	4078 total water pulse	0.0 % water	54.0% fuel
20979 total fuel pulse 	0.58 s	149.228 mL/min	4 counter	4078 total water pulse	0.0 % water	72.0% fuel
20980 total fuel pulse 	0.58 s	148.718 mL/min	5 counter	4079 total water pulse	10.0 % water	90.0% fuel
20981 total fuel pulse 	0.76 s	113.725 mL/min	1 counter	4079 total water pulse	0.0 % water	18.0% fuel
20982 total fuel pulse 	0.62 s	140.549 mL/min	2 counter	4079 total water pulse	0.0 % water	36.0% fuel
20983 total fuel pulse 	0.62 s	140.549 mL/min	3 counter	4079 total water pulse	0.0 % water	54.0% fuel
20984 total fuel pulse 	0.64 s	135.725 mL/min	4 counter	4079 total water pulse	0.0 % water	72.0% fuel
20985 total fuel pulse 	0.65 s	132.824 mL/min	5 counter	4080 total water pulse	10.0 % water	90.0% fuel
20986 total fuel pulse 	0.87 s	100.115 mL/min	1 counter	4080 total water pulse	0.0 % water	18.0% fuel
20987 total fuel pulse 	0.69 s	126.822 mL/min	2 counter	4080 total water pulse	0.0 % water	36.0% fuel
20988 total fuel pulse 	0.73 s	119.178 mL/min	3 counter	4080 total water pulse	0.0 % water	54.0% fuel
20989 total fuel pulse 	0.72 s	120.833 mL/min	4 counter	4080 total water pulse	0.0 % water	72.0% fuel
20990 total fuel pulse 	0.73 s	118.529 mL/min	5 counter	4081 total water pulse	10.0 % water	90.0% fuel
20991 total fuel pulse 	0.93 s	93.750 mL/min	1 counter	4081 total water pulse	0.0 % water	18.0% fuel
20992 total fuel pulse 	0.74 s	116.935 mL/min	2 counter	4081 total water pulse	0.0 % water	36.0% fuel
20993 total fuel pulse 	0.75 s	116.779 mL/min	3 counter	4081 total water pulse	0.0 % water	54.0% fuel
20994 total fuel pulse 	0.78 s	111.396 mL/min	4 counter	4081 total water pulse	0.0 % water	72.0% fuel
20995 total fuel pulse 	0.78 s	112.113 mL/min	5 counter	4082 total water pulse	10.0 % water	90.0% fuel
20996 total fuel pulse 	1.03 s	84.466 mL/min	1 counter	4082 total water pulse	0.0 % water	18.0% fuel
20997 total fuel pulse 	0.87 s	100.462 mL/min	2 counter	4082 total water pulse	0.0 % water	36.0% fuel
20998 total fuel pulse 	0.90 s	96.990 mL/min	3 counter	4082 total water pulse	0.0 % water	54.0% fuel
20999 total fuel pulse 	0.97 s	89.506 mL/min	4 counter	4082 total water pulse	0.0 % water	72.0% fuel
21000 total fuel pulse 	1.03 s	84.466 mL/min	5 counter	4083 total water pulse	10.0 % water	90.0% fuel
21001 total fuel pulse 	1.37 s	63.365 mL/min	1 counter	4083 total water pulse	0.0 % water	18.0% fuel
21002 total fuel pulse 	1.27 s	68.504 mL/min	2 counter	4083 total water pulse	0.0 % water	36.0% fuel
21003 total fuel pulse 	1.33 s	65.463 mL/min	3 counter	4083 total water pulse	0.0 % water	54.0% fuel
21004 total fuel pulse 	1.44 s	60.543 mL/min	4 counter	4083 total water pulse	0.0 % water	72.0% fuel
21005 total fuel pulse 	1.43 s	60.839 mL/min	5 counter	4084 total water pulse	10.0 % water	90.0% fuel
21006 total fuel pulse 	2.10 s	41.429 mL/min	1 counter	4084 total water pulse	0.0 % water	18.0% fuel
21007 total fuel pulse 	1.34 s	65.022 mL/min	2 counter	4084 total water pulse	0.0 % water	36.0% fuel
21008 total fuel pulse 	1.23 s	70.732 mL/min	3 counter	4084 total water pulse	0.0 % water	54.0% fuel
21009 total fuel pulse 	1.11 s	78.097 mL/min	4 counter	4084 total water pulse	0.0 % water	72.0% fuel
21010 total fuel pulse 	1.03 s	84.302 mL/min	5 counter	4085 total water pulse	10.0 % water	90.0% fuel
21011 total fuel pulse 	1.23 s	71.020 mL/min	1 counter	4085 total water pulse	0.0 % water	18.0% fuel
21012 total fuel pulse 	0.90 s	96.239 mL/min	2 counter	4085 total water pulse	0.0 % water	36.0% fuel
21013 total fuel pulse 	0.89 s	97.207 mL/min	3 counter	4085 total water pulse	0.0 % water	54.0% fuel
21014 total fuel pulse 	0.88 s	98.528 mL/min	4 counter	4085 total water pulse	0.0 % water	72.0% fuel
21015 total fuel pulse 	0.91 s	95.290 mL/min	5 counter	4086 total water pulse	10.0 % water	90.0% fuel
*Engine is off*
21016 total fuel pulse 	1.18 s	73.542 mL/min	1 counter	4086 total water pulse	0.0 % water	18.0% fuel
21017 total fuel pulse 	0.82 s	106.098 mL/min	2 counter	4086 total water pulse	0.0 % water	36.0% fuel
21018 total fuel pulse 	0.87 s	99.542 mL/min	3 counter	4086 total water pulse	0.0 % water	54.0% fuel
21019 total fuel pulse 	0.91 s	95.186 mL/min	4 counter	4086 total water pulse	0.0 % water	72.0% fuel
21020 total fuel pulse 	0.91 s	95.186 mL/min	5 counter	4087 total water pulse	10.0 % water	90.0% fuel
21021 total fuel pulse 	1.17 s	74.169 mL/min	1 counter	4087 total water pulse	0.0 % water	18.0% fuel
21022 total fuel pulse 	0.92 s	94.668 mL/min	2 counter	4087 total water pulse	0.0 % water	36.0% fuel
21023 total fuel pulse 	0.90 s	96.774 mL/min	3 counter	4087 total water pulse	0.0 % water	54.0% fuel
21024 total fuel pulse 	0.87 s	100.578 mL/min	4 counter	4087 total water pulse	0.0 % water	72.0% fuel
21025 total fuel pulse 	0.84 s	103.325 mL/min	5 counter	4088 total water pulse	10.0 % water	90.0% fuel
21026 total fuel pulse 	0.95 s	91.291 mL/min	1 counter	4088 total water pulse	0.0 % water	18.0% fuel
21027 total fuel pulse 	0.76 s	115.079 mL/min	2 counter	4088 total water pulse	0.0 % water	36.0% fuel
21028 total fuel pulse 	0.70 s	124.108 mL/min	3 counter	4088 total water pulse	0.0 % water	54.0% fuel
21029 total fuel pulse 	0.66 s	132.219 mL/min	4 counter	4088 total water pulse	0.0 % water	72.0% fuel
21030 total fuel pulse 	0.65 s	134.467 mL/min	5 counter	4089 total water pulse	10.0 % water	90.0% fuel
21031 total fuel pulse 	0.80 s	108.614 mL/min	1 counter	4089 total water pulse	0.0 % water	18.0% fuel
21032 total fuel pulse 	0.60 s	145.000 mL/min	2 counter	4089 total water pulse	0er	36.0% fuel
21033 total fuel pulse 	0.59 s	147.458 mL/min	3 counter	4089 total water pulse	0.0 % water	54.0% fuel
21034 total fuel pulse 	0.58 s	150.000 mL/min	4 counter	4089 total water pulse	0.0 % water	72.0% fuel
21035 total fuel pulse 	0.56 s	154.529 mL/min	5 counter	4090 total water pulse	10.0 % water	90.0% fuel
21036 total fuel pulse 	0.70 s	123.404 mL/min	1 counter	4090 total water pulse	10.0 % water	18.0% fuel
21037 total fuel pulse 	0.55 s	159.049 mL/min	2 counter	4090 total water pulse	0.0 % water	36.0% fuel
21038 total fuel pulse 	0.54 s	162.313 mL/min	3 counter	4090 total water pulse	0.0 % water	54.0% fuel
21039 total fuel pulse 	0.52 s	167.630 mL/min	4 counter	4090 total water pulse	0.0 % water	72.0% fuel
21040 total fuel pulse 	0.50 s	173.307 mL/min	5 counter	4091 total water pulse	10.0 % water	90.0% fuel
21041 total fuel pulse 	0.61 s	142.857 mL/min	1 counter	4091 total water pulse	0.0 % water	18.0% fuel
21042 total fuel pulse 	0.49 s	179.381 mL/min	2 counter	4091 total water pulse	0.0 % water	36.0% fuel
21043 total fuel pulse 	0.46 s	187.905 mL/min	3 counter	4091 total water pulse	0.0 % water	54.0% fuel
21044 total fuel pulse 	0.45 s	192.053 mL/min	4 counter	4091 total water pulse	0.0 % water	72.0% fuel
21045 total fuel pulse 	0.46 s	189.956 mL/min	5 counter	4092 total water pulse	10.0 % water	90.0% fuel
21046 total fuel pulse 	0.54 s	161.111 mL/min	1 counter	4092 total water pulse	0.0 % water	18.0% fuel
21047 total fuel pulse 	0.47 s	185.501 mL/min	2 counter	4092 total water pulse	0.0 % water	36.0% fuel
21048 total fuel pulse 	0.45 s	192.905 mL/min	3 counter	4092 total water pulse	0.0 % water	54.0% fuel
21049 total fuel pulse 	0.44 s	195.946 mL/min	4 counter	4092 total water pulse	0.0 % water	72.0% fuel
21050 total fuel pulse 	0.44 s	197.279 mL/min	5 counter	4093 total water pulse	10.0 % water	90.0% fuel
21051 total fuel pulse 	0.53 s	165.085 mL/min	1 counter	4093 total water pulse	0.0 % water	18.0% fuel
21052 total fuel pulse 	0.46 s	188.312 mL/min	2 counter	4093 total water pulse	0.0 % water	36.0% fuel
21053 total fuel pulse 	0.44 s	199.541 mL/min	3 counter	4093 total water pulse	0.0 % water	54.0% fuel
21054 total fuel pulse 	0.44 s	198.630 mL/min	4 counter	4093 total water pulse	0.0 % water	72.0% fuel
21055 total fuel pulse 	0.44 s	199.085 mL/min	5 counter	4094 total water pulse	10.0 % water	90.0% fuel
21056 total fuel pulse 	0.55 s	159.341 mL/min	1 counter	4094 total water pulse	0.0 % water	18.0% fuel
21057 total fuel pulse 	0.47 s	183.544 mL/min	2 counter	4094 total water pulse	0.0 % water	36.0% fuel
21058 total fuel pulse 	0.44 s	196.833 mL/min	3 counter	4094 total water pulse	0.0 % water	54.0% fuel
21059 total fuel pulse 	0.44 s	196.833 mL/min	4 counter	4094 total water pulse	0.0 % water	72.0% fuel
21060 total fuel pulse 	0.44 s	199.085 mL/min	5 counter	4095 total water pulse	10.0 % water	90.0% fuel
21061 total fuel pulse 	0.56 s	156.475 mL/min	1 counter	4095 total water pulse	0.0 % water	18.0% fuel
21062 total fuel pulse 	0.47 s	185.106 mL/min	2 counter	4095 total water pulse	0.0 % water	36.0% fuel
21063 total fuel pulse 	0.45 s	194.631 mL/min	3 counter	4095 total water pulse	0.0 % water	54.0% fuel
21064 total fuel pulse 	0.45 s	193.333 mL/min	4 counter	4095 total water pulse	0.0 % water	72.0% fuel
21065 total fuel pulse 	0.46 s	189.130 mL/min	5 counter	4096 total water pulse	10.0 % water	90.0% fuel
21066 total fuel pulse 	0.57 s	152.632 mL/min	1 counter	4096 total water pulse	10.0 % water	18.0% fuel
21067 total fuel pulse 	0.49 s	177.189 mL/min	2 counter	4096 total water pulse	0.0 % water	36.0% fuel
21068 total fuel pulse 	0.48 s	182.008 mL/min	3 counter	4096 total water pulse	0.0 % water	54.0% fuel
21069 total fuel pulse 	0.48 s	179.752 mL/min	4 counter	4096 total water pulse	0.0 % water	72.0% fuel
21070 total fuel pulse 	0.50 s	174.349 mL/min	5 counter	4097 total water pulse	10.0 % water	90.0% fuel
21071 total fuel pulse 	0.62 s	141.463 mL/min	1 counter	4097 total water pulse	0.0 % water	18.0% fuel
21072 total fuel pulse 	0.52 s	167.308 mL/min	2 counter	4097 total water pulse	0.0 % water	36.0% fuel
21073 total fuel pulse 	0.55 s	158.759 mL/min	3 counter	4097 tot pulse	0.0 % water	54.0% fuel
21074 total fuel pulse 	0.55 s	159.341 mL/min	4 counter	4097 total water pulse	0.0 % water	72.0% fuel
21075 total fuel pulse 	0.55 s	157.324 mL/min	5 counter	4098 total water pulse	10.0 % water	90.0% fuel
21076 total fuel pulse 	0.66 s	131.222 mL/min	1 counter	4098 total water pulse	0.0 % water	18.0% fuel
21077 total fuel pulse 	0.54 s	160.517 mL/min	2 counter	4098 total water pulse	0.0 % water	36.0% fuel
21078 total fuel pulse 	0.53 s	164.773 mcounter	4098 total water pulse	0.0 % water	54.0% fuel
21079 total fuel pulse 	0.52 s	167.630 mL/min	4 counter	4098 total water pulse	0.0 % water	72.0% fuel
21080 total fuel pulse 	0.50 s	172.962 mL/min	5 counter	4099 total water pulse	10.0 % water	90.0% fuel
21081 total fuel pulse 	0.61 s	143.328 mL/min	1 counter	4099 total water pulse	0.0 % water	18.0% fuel
21082 total fuel pulse 	0.49 s	176.471 mL/min	2 counter	4099 total water pulse	0.0 % water	36.0% fuel
21083 total fuel pulse 	0.46 s	188.720 mL/min	3 counter	4099 total water pulse	0.0 % water	54.0% fuel
21084 total fuel pulse 	0.45 s	192.905 mL/min	4 counter	4099 total water pulse	0.0 % water	72.0% fuel
21085 total fuel pulse 	0.44 s	195.506 mL/min	5 counter	4100 total water pulse	10.0 % water	90.0% fuel
21086 total fuel pulse 	0.55 s	157.040 mL/min	1 counter	4100 total water pulse	0.0 % water	18.0% fuel
21087 total fuel pulse 	0.47 s	186.695 mL/min	2 counter	4100 total water pulse	0.0 % water	36.0% fuel
21088 total fuel pulse 	0.44 s	198.178 mL/min	3 counter	4100 total water pulse	0.0 % water	54.0% fuel
21089 total fuel pulse 	0.44 s	197.279 mL/min	4 counter	4100 total water pulse	0.0 % water	72.0% fuel
21090 total fuel pulse 	0.43 s	201.389 mL/min	5 counter	4101 total water pulse	10.0 % water	90.0% fuel
21091 total fuel pulse 	0.53 s	163.534 mL/min	1 counter	4101 total water pulse	0.0 % water	18.0% fuel
21092 total fuel pulse 	0.46 s	188.720 mL/min	2 counter	4101 total water pulse	0.0 % water	36.0% fuel
21093 total fuel pulse 	0.45 s	194.196 mL/min	3 counter	4101 total water pulse	0.0 % water	54.0% fuel
21094 total fuel pulse 	0.44 s	197.279 mL/min	4 counter	4101 total water pulse	0.0 % water	72.0% fuel
21095 total fuel pulse 	0.45 s	192.905 mL/min	5 counter	4102 total water pulse	10.0 % water	90.0% fuel
21096 total fuel pulse 	0.55 s	158.759 mL/min	1 counter	4102 total water pulse	0.0 % water	18.0% fuel
21097 total fuel pulse 	0.48 s	181.250 mL/min	2 counter	4102 total water pulse	0.0 % water	36.0% fuel
21098 total fuel pulse 	0.47 s	184.322 mL/min	3 counter	4102 total water pulse	0.0 % water	54.0% fuel
21099 total fuel pulse 	0.48 s	182.773 mL/min	4 counter	4102 total water pulse	0.0 % water	72.0% fuel
21100 total fuel pulse 	0.50 s	173.307 mL/min	5 counter	4103 total water pulse	10.0 % water	90.0% fuel
21101 total fuel pulse 	0.56 s	155.914 mL/min	1 counter	4103 total water pulse	0.0 % water	18.0% fuel
21102 total fuel pulse 	0.50 s	175.050 mL/min	2 counter	4103 total water pulse	0.0 % water	36.0% fuel
21103 total fuel pulse 	0.49 s	176.471 mL/min	3 counter	4103 total water pulse	0.0 % water	54.0% fuel
21104 total fuel pulse 	0.51 s	170.254 mL/min	4 counter	4103 total water pulse	0.0 % water	72.0% fuel
21105 total fuel pulse 	0.52 s	166.987 mL/min	5 counter	4104 total water pulse	10.0 % water	90.0% fuel
21106 total fuel pulse 	0.70 s	123.932 mL/min	1 counter	4104 total water pulse	0.0 % water	18.0% fuel
21107 total fuel pulse 	0.57 s	153.439 mL/min	2 counter	4104 total water pulse	0.0 % water	36.0% fuel
21108 total fuel pulse 	0.56 s	153.982 mL/min	3 counter	4104 total water pulse	0.0 % water	54.0% fuel
21109 total fuel pulse 	0.57 s	151.832 mL/min	4 counter	4104 total water pulse	0.0 % water	72.0% fuel
21110 total fuel pulse 	0.58 s	149.228 mL/min	5 counter	4105 total water pulse	10.0 % water	90.0% fuel
21111 total fuel pulse 	0.77 s	113.577 mL/min	1 counter	4105 total water pulse	0.0 % water	18.0% fuel
21112 total fuel pulse 	0.62 s	140.549 mL/min	2 counter	4105 total water pulse	0.0 % water	36.0% fuel
21113 total fuel pulse 	0.63 s	137.658 mL/min	3 counter	4105 total water pulse	0.0 % water	54.0% fuel
21114 total fuel pulse 	0.64 s	134.884 mL/min	4 counter	4105 total water pulse	0.0 % water	72.0% fuel
21115 total fuel pulse 	0.64 s	135.093 mL/min	5 counter	4106 total water pulse	10.0 % water	90.0% fuel
21116 total fuel pulse 	0.83 s	104.693 mL/min	1 counter	4106 total water pulse	0.0 % water	18.0% fuel
21117 total fuel pulse 	0.68 s	127.941 mL/min	2 counter	4106 total water pulse	0.0 % water	36.0% fuel
21118 total fuel pulse 	0.66 s	131.818 mL/min	3 counter	4106 total water pulse	0.0 % water	54.0% fuel
21119 total fuel pulse 	0.68 s	128.698 mL/min	4 counter	4106 total water pulse	0.0 % water	72.0% fuel
21120 total fuel pulse 	0.66 s	131.222 mL/min	5 counter	4107 total water pulse	10.0 % water	90.0% fuel
21121 total fuel pulse 	0.85 s	102.837 mL/min	1 counter	4107 total water pulse	0.0 % water	18.0% fuel
21122 total fuel pulse 	0.68 s	128.508 mL/min	2 counter	4107 total water pulse	0.0 % water	36.0% fuel
21123 total fuel pulse 	0.70 s	124.464 mL/min	3 counter	4107 total water pulse	0.0 % water	54.0% fuel
21124 total fuel pulse 	0.71 s	122.191 mL/min	4 counter	4107 total water pulse	0.0 % water	72.0% fuel
21125 total fuel pulse 	0.72 s	121.508 mL/min	5 counter	4108 total water pulse	10.0 % water	90.0% fuel
21126 total fuel pulse 	0.90 s	96.774 mL/min	1 counter	4108 total water pulse	0.0 % water	18.0% fuel
21127 total fuel pulse 	0.75 s	115.692 mL/min	2 counter	4108 total water pulse	0.0 % water	36.0% fuel
21128 total fuel pulse 	0.78 s	111.396 mL/min	3 counter	4108 total water pulse	0.0 % water	54.0% fuel
21129 total fuel pulse 	0.79 s	110.127 mL/min	4 counter	4108 total water pulse	0.0 % water	72.0% fuel
21130 total fuel pulse 	0.82 s	105.711 mL/min	5 counter	4109 total water pulse	10.0 % water	90.0% fuel
21131 total fuel pulse 	1.13 s	77.128 mL/min	1 counter	4109 total water pulse	0.0 % water	18.0% fuel
21132 total fuel pulse 	0.89 s	97.315 mL/min	2 counter	4109 total water pulse	0.0 % water	36.0% fuel
21133 total fuel pulse 	0.92 s	94.668 mL/min	3 counter	4109 total water pulse	0.0 % water	54.0% fuel
21134 total fuel pulse 	0.97 s	89.876 mL/min	4 counter	4109 total water pulse	0.0 % water	72.0% fuel
21135 total fuel pulse 	1.05 s	83.095 mL/min	5 counter	4110 total water pulse	10.0 % water	90.0% fuel
21136 total fuel pulse 	1.44 s	60.249 mL/min	1 counter	4110 total water pulse	0.0 % water	18.0% fuel
21137 total fuel pulse 	1.23 s	70.502 mL/min	2 counter	4110 total water pulse	0.0 % water	36.0% fuel
21138 total fuel pulse 	1.33 s	65.512 mL/min	3 counter	4110 total water pulse	0.0 % water	54.0% fuel
21139 total fuel pulse 	1.35 s	64.588 mL/min	4 counter	4110 total water pulse	0.0 % water	72.0% fuel
21140 total fuel pulse 	1.52 s	57.087 mL/min	5 counter	4111 total water pulse	10.0 % water	90.0% fuel
21141 total fuel pulse 	2.00 s	43.457 mL/min	1 counter	4111 total water pulse	0.0 % water	18.0% fuel
21142 total fuel pulse 	1.55 s	56.274 mL/min	2 counter	4111 total water pulse	0.0 % water	36.0% fuel
21143 total fuel pulse 	1.62 s	53.571 mL/min	3 counter	4111 total water pulse	0.0 % water	54.0% fuel
21144 total fuel pulse 	1.57 s	55.591 mL/min	4 counter	4111 total water pulse	0.0 % water	72.0% fuel
21145 total fuel pulse 	1.32 s	66.160 mL/min	5 counter	4112 total water pulse	10.0 % water	90.0% fuel
21146 total fuel pulse 	1.43 s	61.010 mL/min	1 counter	4112 total water pulse	0.0 % water	18.0% fuel
21147 total fuel pulse 	1.00 s	87.437 mL/min	2 counter	4112 total water pulse	0.0 % water	36.0% fuel
21148 total fuel pulse 	0.87 s	100.000 mL/min	3 counter	4112 total water pulse	0.0 % water	54.0% fuel
21149 total fuel pulse 	0.78 s	111.538 mL/min	4 counter	4112 total water pulse	0.0 % water	72.0% fuel
21150 total fuel pulse 	0.71 s	122.020 mL/min	5 counter	4113 total water pulse	10.0 % water	90.0% fuel
21151 total fuel pulse 	0.83 s	104.693 mL/min	1 counter	4113 total water pulse	0.0 % water	18.0% fuel
21152 total fuel pulse 	0.67 s	130.435 mL/min	2 counter	4113 total water pulse	0.0 % water	36.0% fuel
21153 total fuel pulse 	0.64 s	135.514 mL/min	3 counter	4113 total water pulse	0.0 % water	54.0% fuel
21154 total fuel pulse 	0.63 s	137.658 mL/min	4 counter	4113 total water pulse	0.0 % water	72.0% fuel
21155 total fuel pulse 	0.64 s	136.364 mL/min	5 counter	4114 total water pulse	10.0 % water	90.0% fuel
